11114;ДО "Семеновский" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;USD;73.45;74.20
11114;ДО "Семеновский" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;EUR;83.00;83.75
11114;ДО "Семеновский" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;GBP;96.95;99.75
11114;ДО "Семеновский" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;CHF;79.15;81.95
11114;ДО "Семеновский" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;JPY;64.30;67.10
11114;ДО "Семеновский" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;CNY;10.80;13.60
11154;ДО "Братеево" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;USD;73.50;74.10
11154;ДО "Братеево" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;EUR;83.05;83.65
11154;ДО "Братеево" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;GBP;96.95;99.75
11154;ДО "Братеево" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;CHF;79.15;81.95
11154;ДО "Братеево" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;JPY;64.30;67.10
11154;ДО "Братеево" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;CNY;10.80;13.60
10800;ДО в г.Туапсе АКБ "Трансстройбанк";08.12.2021 09:37;USD;73.35;74.45
10800;ДО в г.Туапсе АКБ "Трансстройбанк";08.12.2021 09:37;EUR;83.00;84.10
10902;ДО в г.Казань (ул. Карла Маркса);08.12.2021 10:06;USD;72.75;74.25
10902;ДО в г.Казань (ул. Карла Маркса);08.12.2021 10:06;EUR;83.20;83.85
10902;ДО в г.Казань (ул. Карла Маркса);08.12.2021 10:06;GBP;95.85;100.20
10902;ДО в г.Казань (ул. Карла Маркса);08.12.2021 10:06;CNY;10.45;13.85
10938;ДО в г.Калининград АКБ "Трансстройбанк";08.12.2021 11:01;USD;72.30;74.00
10938;ДО в г.Калининград АКБ "Трансстройбанк";08.12.2021 11:01;EUR;81.85;83.55
10938;ДО в г.Калининград АКБ "Трансстройбанк";08.12.2021 11:01;PLN;16.70;18.40
